indexid,USER,AGENT,Persuasion Strategy,,
161,"I want to buy a smartphone, but I am not sure which phone will be best, please assist me.","Hello, I am here to assist you. Can you please tell me the minimum specification that you want?",0,,
161,"I don't know the brand, but I want an above 4000mAh battery between 500 EUR.",Then you should buy Memo Pad 10 from Asus Brand. ,0,,
161,LAVA is a good brand.,"Yes, it is the most trustworthy brand most of the people buy this recently. ",1,,
161,What are the features it has?,"It has a 5070 mAh battery, 1 GB RAM, two primary camera, 1.2 secondary camera,",1,,
161,"Ohh, great, then what is its colour.",It has a Champagne Grey colour. ,1,,
161,It has minimal RAM. please show me another. And also I don't like this colour.,"This is a very unique and beautiful colour, and now this is in demand. ",1,,
161,"No, I want some extra space, please show me another.",Then you should see ZUK Z2 Pro by Lenovo with Titanium Black,1,,
161,What about its features and price.,"It has a 3100 mAh battery, 4 GB RAM, And 64 GB internal memory with 520 EUR. ",1,,
161,It is a bit expensive,"Yes, but it has a stunning look and suits your requirement specifications as well.",1,,
161,"Okay, can you please book this for me?","Yes, I will book this for you",1,,
161,Thank you,"Welcome, please visit again. ",1,,
162,162,162,,,
162,I want a phone. please refer to this link. I want to buy a phone like this. https://www.gizmochina.com/wp-content/uploads/2017/05/Asus-Zenfone-3-Deluxe-5.5-ZS550KL-120x120.jpg,"Hello, this is Asus Zenfone 3 Deluxe 5.5 ZS550KL",0,,
162,Acer is a good brand or not?,Today it is pretty famous and trustworthy. ,0,,
162,Please tell me about it.,"It has 3000 mAh, 4 GB RAM, 16 secondary camera, eight primary camera. ",0,,
162,Is 3000 mAh is good battery capacity.,"Yes, it is excellent and fast charging",,,
162,Does it have a dual SIM?,"Yes, it has. ",,,
162,What about its colour?,It is Shimmer Gold in colour. ,0,,
162,Don't you have any other colour?,"Shimmer Gold colour is the best colour most people want to buy this colour, so this model is unavailable most of the time. ",4,,
162,What about its internal Storage and display size,"It has 32 GB of Internal Storage, and its display size is 401",4,,
162,What is the price,It is 440 EUR,4,,
162,"Wow, this is an in-between range. Please book it for me.","Okay, I will book it in your name. ",4,,
162,Thank you,"Welcome, please visit again. ",4,,
163,163,163,,,
163,"Hello, do you sell laptops?","Hello. Yes, we sell laptops. May I know your requirements?",0,,
163,I need a laptop with having ample disc space.,"Okay, how much disc space you are looking for?",0,,
163,I am looking for 256 GB. Kindly let me know if it is available.,"Yes, we do have a vast collection of 256 GB TDD. could you, please specify more?",0,,
163,I want an i7 processor laptop.,"That is fine. It will be helpful to let me your requirements, like what must be the display size, colour, or any specific brand. ",3,,
163,"I would give more preference to the features rather than brand. However, the display size must be 15.4 inches.",Perfect. You should go for Macbook Pro(Retina+Touchbar) from Apple. It has a 15.4- inch Display with Radeon Pro 555X GDDR5 (4 GB). It will be the best option as per your requirement. ,3,,
163,"Okay, How much it will cost?","The actual price of this model is 10199 EUR, but it is on a discount now. So, the price you will have to pay is 9099 EUR. ",3,,
163,It is a bit over-price out of my range. Could you please assist me with the one which is under 5000 EUR?,"Then I will recommend you to go for VivoBook 15 X510UR by Asus. The display size is 15.6, and the processor type is Intel Core i7-8550U. ",3,,
163,"Okay, it will do the job. Can you please do the billing? And please give some discount.","Sure, you will get it at the price of 2499 EUR in discount. ",3,,
163,Please proceed with billing.,Billing is done. Thank you for shopping. ,3,,
163,Thank you.,You are most welcome. Thanks for buying from us. ,3,,
164,164,164,,,
164,"Hey there, I want to buy a smartphone","Hello. Sure, I am here to assist you. Can you specify anything about this product?",0,,
164,Can you assist me with its details?,It's Lenovo Vibe P1. It comes with a 401 display size and 5000mAh battery. ,3,,
164,"It is from the brand Lenovo. I am sending you the picture cause I am not sure about the model. https://rukminim1.flixcart.com/image/200/200/jjolt3k0/mobile-refurbished/d/g/6/vibe-p1m-16-u-p1ma40-lenovo-2-original-imaf6mhf6jdyg9uh.jpeg?q=90
Size of internal RAM for this product?","The internal RAM is 32 GB, and it has been released in the year of 2015. ",3,,
164,Perfect. Can you let me know the available colours?,It only comes in platinum colour. It looks gorgeous in that shade. ,3,,
164,"Okay, What about the camera?","The front camera is 5 megapixels, and the rear one is 13 megapixels. It has good picture quality. ",3,,
164,Please book this one for me.,"Sure, it's done. ",3,,
164,I want one camera also.,"Okay, can I know the specification?",3,,
164,I want Canon PowerShot A60 with 1600MaxRes.,"Yes, we have. Can I book this for you also?",3,,
164,"Yes, please book this.","Okay, your Lenovo Vibe P1 and Canon PowerShot A60",3,,
164,Thanks for assisting me.,You are welcome. ,3,,
165,165,165,,,
165,"I want to buy a smartphone, but I am not sure which phone will be best, please assist me.","Hello, I am here to assist you. Can you please tell me the minimum specification that you want?",0,,
165,"I don't know the brand, but I want above 3 GB RAM and a price range of 200 EUR.",Then it would be best if you bought Liquid X2 from Acer Brand. ,0,,
165,Acer is a good brand.,"Yes, it is the most trustworthy brand most of the people buy this recently. ",1,,
165,What are the features it has?,"It has a 4020 mAh battery, 3 GB RAM, 13 primary camera, 13 secondary camera,",1,,
165,"Ohh, great, then what is its colour.",It has Black in colour. ,1,,
165,Don't you have any other colour? Black colour is prevalent.,"This is a beautiful colour, and now this is on demand. ",1,,
165,"No, I want some other colour.",Then you should see V2 Viper X+ by Allview with Dark blue,1,,
165,What about its features and price.,"It has a 3150mAh battery, 3 GB RAM And Price is 300 EUR. ",1,,
165,It is a bit expensive,"Yes, but it has a stunning look. ",1,,
165,"Okay, can you please book this for me?","Yes, I will book this for you",1,,
165,Thank you,"Welcome, please visit again. ",1,,
166,166,166,,,
166,"Hello, good morning. I want to buy a smartphone which releases between 2015 to 2017",Good Morning. We have many options. What specifications do you want in your smartphone?,0,,
166,I want 64 GB Black colour in between 300 EUR.,"Yes, we have Diamond 2 Plus by Archos. ",3,,
166,What is its specification?,"It has 2950 mAh, 4 GB RAM, 20.7 primary camera, eight secondary camera black in colour. ",3,,
166,"All quality is good, but it has low battery capacity. Don't you have any other option?","Yes, we have Zenfone AR ZS571KL with 3300mAh, GB|68 RAM, Black in colour. ",3,,
166,"Great, what is its price?",The price is 800 EUR. ,3,,
166,It's costly.,"Yes, but it is from the Asus brand, which is the most trustworthy brand, and also it has 23 primary camera and eight secondary camera. ",3,,
166,"Wow, the camera quality is quite good. Okay, pack it for me.",Thank you! I will do it. Do you need anything else?,3,,
166,"Yeah, I want one laptop also.",Do you have any specifications?,3,,
166,"Yes, I want an Intel Core i3-7020U processor with 1TB HDD Disk space.","Okay, please see Aspire 3 A315-53 By Asus, which have a 3.7/5 rating and meet all your requirements. ",3,,
166,What is its price?,Its discounted price is 1599 EUR. ,3,,
166,"Okay, please book it also.","Okay, your Aspire 3 A315-53 By Asus and Zenfone AR ZS571KL will be delivered soon. ",3,,
166,Thank you,"Welcome, please visit again. ",3,,
167,167,167,,,
167,"Hello, I want to buy a laptop for my brother he likes to play the game very much so please show me something like that.",Good morning. We have many options. Do you have any price range?,2,,
167,It is between 2000 EUR.,Please check Aspire 3 A315-53 by Acer. ,2,,
167,What is its specification? Does it suitable for gaming.,"Yes, it has an Intel Core i3-7020U processor and Intel HD Graphics 620 graphics. ",2,,
167,Do you have an i5 processor?,"Yes, we have Aspire 3 A315-53 By Acer with an Intel Core i5-7200U processor. ",2,,
167,What is its price?,The price is 2249 EUR. ,2,,
167,It is out of my budget.,It is pretty good for gaming because it has NVIDIA GeForce MX130 (2 GB) gravic card and a 1TB HDD Disk space. ,2,,
167,"Thank you, but I don't have any discount.","Yes, after the discount its price is 2249 EUR. ",2,,
167,"But still, I have a doubt do I buy it or not.","It also has 3.7/5 ratings. In case you need any technical support, our team is ready to provide you with any help. ",2,,
167,"Okay, I will buy it",Thank you. Do you need anything else?,2,,
167,"No, thank you.","Welcome, please visit again. ",2,,
168,168,168,,,
168,"I won't buy a smartphone for my wife as a gift, but I don't know what the phone is?",It's okay. I will assist you. Do you have any photos or any other information?,0,,
168,I have the picture of it Here is the picture https://tse4.mm.bing.net/th?id=OIP.piee_apZf4tJx4cPM0qCsQHaHS&pid=Api&P=0&w=166&h=164,"Okay, this is Mate 9 by Huawei. Now a day most of the female buy this. ",2,,
168,Tell me about this product in detail.,"It has a 4000 mAh battery, 4 GB RAM, And 64 GB internal memory. ",2,,
168,I like to have a selfie a lot so do it has a good camera quality.,"Yes, Dual secondary camera and eight primary camera. Which quite good. ",2,,
168,What is its price?,The price is 630 EUR. ,2,,
168,It's costly.,For what purpose do you want to give her a gift. ,2,,
168,Tomorrow is our 10th wedding anniversary.,You completed ten years with a loving partner this must be a special occasion for you so you have to give her this phone she must be happy. ,2,,
168,"Thank you so much. Okay, I am going to buy it please tell me about its colour.",It is available in Agate Red which is quite famous among females. ,2,,
168,That is great. please book it for me.,"Okay, I booked it. Thank you for your shopping and happy wedding anniversary. ",2,,
168,Thank you so much.,Welcome. ,2,,
169,169,169,,,
169,I want a laptop of Dell brand only.,Good morning. I have many options. Do you have any other specifications?,0,,
169,"Yes, I want an i5 processor.","Okay, and do you have any price range. ",3,,
169,It is between 2500 EUR.,Please check Inspiron 15 3567 with 2469 EUR. ,3,,
169,Tell me about its features.,"It has an Intel Core i5-7200U processor, AMD Radeon R5-M340 (2 GB) graphic card, 1TB HDD disk space. ",3,,
169,What about the ratings.,It has a 0/5 rating. ,3,,
169,I want at least 3.7 / 5. please check this based on this.,"We have Inspiron 15 5570 by dell, but its price is 2939 with 4/5 ratings. ",3,,
169,It is out of my budget,"Yes, but it has AMD Radeon 530 (2 GB) graphics card and 1TB HDD Disk space. ",3,,
169,Is it good,"Yes, it is, and it is on-demand nowadays. ",3,,
169,"Okay, but don't you have any discount on this.",It is discounted price only. ,3,,
169,"Okay, please book this for me.",I will book this for you thank you for shopping here. ,3,,
170,170,170,,,
170,"Hello, I want to buy a laptop for my sister she likes to make a video on reels so please show something like that.",Good morning. We have many options. Do you have any price range?,4,,
170,It is between 1500 EUR.,Please check Diamond 2 Plus. ,4,,
170,What is its specification? Does it suitable for video.,"Yes, it has 20. Seven primary camera and eight secondary camera",4,,
170,Tell me more about this phone in detail.,"It has 2950 mAh, 4 GB, Black in colour. ",4,,
170,What is its price?,The price is 250 EUR. ,4,,
170,It is out of my budget.,"It is pretty good for video, and 401 display size with black colour gives it a stunning look. ",4,,
170,"Thank you, but I don't have any discount.",It already at a discounted price. ,4,,
170,What about its service?,"In case you need any technical support, our team is ready to provide you with any help. ",4,,
170,"Okay, I will buy it",Thank you. Do you need anything else?,4,,
