User,Sentiment
That's very big. I want a small display size phone,Neg
But I am not a fan of big displays,Neg
How much does it cost ? ,Neu
Okay book it for me.,Neu
Thanks for helping me.,Pos
266,266
I need a phone,Neu
Phone should have less weight and good primary camera,Neu
What is its color?,Neu
Whta is its primary Camera?,Neu
oh that's too less. I want at least 16 MP primary camera,Neg
I would like to go for 16 mp or more camera phone,Neu
What is its price?,Neu
"Okay, I will take this phone.",Pos
thanks a ton,Pos
267,267
"Hello , I need your help in buying a phone",Neu
I want a silver colored single sim phone.,Neu
what is its camera quality?,Neu
Oh that's too less. I take many pictures too. I want high quality primary camera ,Neg
Yes but I would need high MP camera phone,Neg
what is its cost?,Neu
"Okay, I will take this phone.",Neu
You are a very good salesman. Thanks a lot,Pos
268,268
"Hello, I am in search of  a good phone.",Neu
it should have small display and less weight.,Neu
That's it,Neu
What is its Secondary Camera?,Neu
Oh I need 16 MP or more camera phone,Neg
But still I would go for 16 MP+ camera phone,Neg
What is its cost?,Neu
What is its weight,Neu
"Okay, I like this phone. Pack it for me.",Neu
Thanks a lot for your time,Pos
269,269
"Hi, I am in need of a good phone",Neu
It should be LG company and good battery life,Neu
What is its memory?,Neu
"Superb, What is its cost?",Pos
"Unfortunately, it's a bit costly. Do you  have phone with same specification at less cost?",Neg
That is good to know but can't afford it,Neu
I will take it.,Neu
Thanks a ton,Pos
270,270
"hi,can you help me in buying a phone ?",Neu
it should be of Oppo company with good camera and battery capacity,Neu
What is its price?,Neu
what is it's color ? ,Neu
"oh , I don't want this color phone.. Is it possible in pink? ",Neg
but I like Grey,Neg
what is it's cost ? ,Neu
ok can you book it for me,Neu
Thanks for help,Pos
271,271
"hi,I need a new phone ?",Neu
it should be of Acer brand with radio facility and internal storage of 32 GB,Neu
how much does it cost ? ,Neu
What is its weight?,Neu
oh that's very heavy and thick. I want light weight phone. ,Neg
I want ultra thin phone,
what is it's cost ? ,Neu
ok can you book it for me,Neu
Thanks for help,Pos
272,272
"hi, I am in search of a good phone",Neu
I want Vivo 4.65 HD mobile,Neu
I want to buy a gps phone with good memory backup.,Neu
What is its released year?,Neu
"oh, I want 2015 released year phone",Neg
It will be relatively cheaper so would prefer 2015 year phone,Neu
what's the price?,Neu
"Okay, I will book it",Neu
Thanks a lot ,Pos
273,273
"Hey, I need a good performing phone",Neu
It should be 2015 released year phone with less weight and high primary camera quality,Neu
What is the price?,Neu
Is it a multi Sim phone?,Neu
oh I don't want dualsim phone.I want multi sim phone,Neg
"I don't like to carry too many phones so would prefer multisim phone

",Neu
What is the cost?,Neu
ok can you book it  for me,Neu
Thanks for help,Pos
274,274
"Hey, can you help me in buying a new phone?",Neu
  GPS should work on that phone with big display size.,Neu
Does it has good primary camera ?,Neu
What is its sim slot?,Neu
what is it's price ? ,Neu
"oh,It is expensive. Can you suggest some other phone in cheaper price?",Neg
I want the best cheaper phone with a large display,Neu
ok can you book Oit for me,Neu
Thanks a lot for your time,Pos
275,275
"Good Evening, I need a affordable phone",Neu
 I need to have a phone that has high internal RAM of 64 GB and cost around 400 Euro.,Neu
What is its cost?,Neu
Whta is its sim slot?,Neu
"oh, sorry I need multisim phone. Sorry I forgot to mention it at the beginning.",Neg
Yeah but I need multisim phone as I hate carrying two mobile ,Neg
What is its price?,Neu
"Okay, I will take this phone.",Neu
thanks a ton,Pos
276,276
"Hello, I am looking for a new phone.",Neu
I want to buy a asus phone with less weight ,Neu
What is its battery?,Neu
what is its released year?,Neu
I am looking for 2016 phone,Neg
What is its price?,Neu
ok can you book it for me,Neu
Thanks a lot for your time,Pos
277,277
I am looking for good performance  phone,Neu
Its cost should be under 250 Euro,Neu
What is its weight?,Neu
What is its memory?,Neu
"Ah it is less,it will not fulfill my need.Can you suggest some other affordable phone with higher memory?",Neg
I understand but I need more space for better performance,Neg
Sounds good to me. Pack this for me.,Pos
Thanks a ton for your time and help,Pos
278,278
I wanna buy a phone which is being widely used ,Neu
My basic requirement is that I need a phone which has an excellent secondary camera and radio should work on it.,Neu
Oh I don't want Gionee phone. I want Samsung phone,Neg
How much is it for?,Neu
Does it also have Dual SIM option?,Neu
"Okay, can you pack this phone?",Neu
It was nice talking to you. Thanks a lot for your help.,Pos
279,279
"Hi, I need a phone",Neu
"I want Sym operating smart phone, with good memory.",Neu
Looks nice. How’s the battery life?,Neu
what is its price?,Neu
"Oh, that's not for me.It is highly priced.  Do you have something under 300 Euro?",Neg
I understand but my pocket does not allow that,Neg
"okay, I will buy it.",Neu
Thanks for help,Pos
280,280
"Hi, I want to buy a phone",Neu
"hello, I am looking for 2015 released year phone as its price will be less",Neu
What is its OS?,
"Sorry, I don't want to buy Android operating Phone",Neg
But it is unable to do multitasking,Neg
Okay but most of my friends have Android OS mobile and I want the same,Neu
What features stands it apart from other phone?,Neu
In what color is it available?,Neu
How much does it cost?,Neu
"I want to purchase this. Can you gift wrap for me?
",Neu
Thanks for your time. You are very goood in selling.,Pos
281,281
"Hi, I want to buy a mobile. Which cellphone should I buy?",Neu
I am looking for 2015 released Apple phone with less weight,Neu
What is its display_size,Neu
Oops that's a small one. I want an average size display,Neg
Big screen is good for watching movies n Videos,Neu
Sounds perfect. I will buy it.,Pos
It was nice interacting with you. Thanks for your patience and help.,Pos
282,282
"Hey, I need a fantastic phone",Neu
"Hi, I want to buy  Vivo mobile with good camera. ",Neu
What is its weight?,Neu
That's too heavy. It feels like a brick.,Neg
I want light weight sleek phone,Neu
What is its cost?,Neu
That's cool. I will take it. Can I pay it by card?,Pos
Thanks for your help.,Pos
283,283
I need a new phone. Can you suggest some?,Neu
"Yes, picture quality should be good as I like clicking pics. One more thing its OS should be Bla",Neu
Does Radio works on it?,Neu
I often listen to Radio.,Neu
"Sounds good. Pack this for me,",Pos
Thanks a ton.,Pos
284,284
"Good Evening, I want to buy a phone",Neu
"Yes, I want to buy a dualSim samsung mobile.",Neu
GPS should work on it.,Neu
What is its cost?,Neu
Sorry this phone does not fit in my budget.It is a bit costly. Show me phone around 250 Euro,Neg
But I have limited money.,Neg
Sounds perfect. Book this for me.,Pos
Thank you so much for all your help.,Pos
285,285
"Hello , can you help me in selecting a phone ?",Neu
I want to buy a affordable phone under 500 Euro.,Neu
Camera shoud be awesome,Neu
What is its memory?,Neu
Sorry that seems too less. I want high RAM at least 4GB,Neg
What color is it available?,Neu
"Okay, I will buy it then.",Neu
Thanks a lot. You helped me a lot today,Pos
286,286
"Hi, I want to purchase a good  phone ",Neu
My requirements are dual camera phone  with good battery life ,Neu
"Yes, Phone should be doublesim phone",Neu
What is its released year?,Neu
I don't want 2017 phone. Suggest me a 2016 phone,Neg
I want 2016 phone because of its less price,Neu
What is its cost?,Neu
"Okay, can you pack this phone?",Neu
Thanks for help,Pos
287,287
"Hello, I want to buy a best selling model phone.",Neu
"Yes, i need a phone Mic OS in cost around 300",Neu
What is its color?,Neu
oh I don't want this phone. I want black color camera phone.,Neg
But it is not easy to maintain,Neg
What is its cost?,Neu
Sounds good to me. I will take it.,Pos
Thanks a lot for your patience and time.,Pos
288,288
"Hi, can you please help me in selecting a phone?",Neu
I want to buy dual primary camera phone,Neu
How much does it cost ? ,Neu
What is its internal RAM,Neu
I want higher GB as it is too less.,Neg
Okay book this model for me.,Neu
Thanks for helping me.,Pos
289,289
"Hello, I want to buy a new phone.",Neu
I want to buy a phone with small display size and less weight ,Neu
What is its battery?,Neu
What color is it?,Neu
What is its camera?,Neu
Oh I want dual camera phone,Neg
Dual wide-angle lens camera takes photos that are much wider than usual.,Neu
What is its price?,Neu
ok can you book it for me,Neu
Thanks a lot for your time,Pos
290,290
"Hi,I want to buy a phone.",Neu
I want a dual camera doublesim phone,Neu
What is its cost?,Neu
oh that is way above my budget ,Neg
Ok please complete the booking process.,Neu
Thanks a lot for your time,Pos
291,291
"Hi,I want to buy a phone.",Neu
I want a multiSim balckberry phone,Neu
What is its cost?,Neu
oh that's a bit costly. Show me less expensive phone ,Neg
I don't have much money,Neu
Ok please complete the booking process.,Neu
Thanks a lot for your time,Pos
292,292
I need a phone which fulfills all my requirements.,Neu
I want to buy a Oppo dual camera phone,Neu
what is its battery?,Neu
Oh that's very less. I need a long lasting battery phone,Neg
I do lot of surfing so need high quality battery phone,Neu
Ok please complete the booking process.,Neu
Thanks a lot for your time,Pos
293,293
I need a phone which fulfills all my requirements.,Neu
I want to buy a phone with small display size and less weight ,Neu
What is its camera?,Neu
Oh I click lot of selfies. I don't want VGA secondary camera ,Neg
But I click photos with my phone only,Neg
What is its cost?,Neu
Ok please complete the booking process.,Neu
Thanks a lot for your time,Pos
294,294
"Hi, I want to buy a mobile.",Neu
"Yes, mobile should have good battery and OS should be Mic",Neu
What is its color?,Neu
oh ! But I am looking for orange color phone,Neg
What is its cost?,Neu
Ok please complete the booking process.,Neu
Thanks a lot for your time,Pos
295,295
"Hello, I want a good phone as I do most of my office work on phone.",Neu
"Yes, battery should lasts long as I travel a lot and it should be Vivo phone with android OS.",Neu
What is its display size?,Neu
"oh,that's a bit small. Can you suggest some other phone with big display size",Neg
Yes I understand your point but still I would prefer big display size  phone as I constantly work on phone,Neg
What is its cost?,Neu
Ok please complete the booking process.,Neu
Thanks a lot for your time,Pos
296,296
I need a phone which fulfills all my requirements.,Neu
I want to buy Xiaomi phone with primary camera above 12MP,Neu
What is its memory?,Neu
Sorry that seems too less. I want high Internal RAM at least 64GB,Neg
What color is it available?,Neu
"Okay, I will buy it then.",Neu
Thanks a lot. You helped me a lot today,Pos
297,297
"Hello, I want a good phone ",Neu
"Yes, I want Huawei phone with Radio ",Neu
What is its display size?,Neu
oh that's very big. I want small screen size phone,Neg
Yes I understand your point I keep my phone in my jeans pocket  ,Neu
What is its cost?,Neu
Ok please complete the booking process.,Neu
Thanks a lot for your time,Pos
298,298
"Hello, I want a good phone ",Neu
I want to buy Nokia mobile with at least 1800 mAH battery,Neu
What is its camera?,Neu
What is its display size?,Neu
"oh that's very big, I want small display size phone",Neg
I don't feel comfortable carrying big phone whole day,Neu
