USER,User Sentiment (-1 to 1)
Is it a good brand?,
Tell me about its features.,
"Oh, it is pretty expensive.",-1
"Okay, please keep it aside and show me a tablet also for my sister.",1
"I don't know the exact features, but here is the picture https://tse3.mm.bing.net/th?id=OIP.TKuExW5CRNsV6fpYLZBtTAHaIY&pid=Api&P=0&w=300&h=300",
is it a good brand?,
Tell me about its features.,
"Okay, please book it for me.",1
Thank you,
222,
"Hello, I am looking to buy a camera for myself.",0
Here is the picture https://tse2.mm.bing.net/th?id=OIP.1pNnvVMHqBsg8FDsAjlHAQHaEx&pid=Api&P=0&w=267&h=173,0
I doubt this brand.,-1
Tell me about its features.,0
"Oh, it is pretty expensive.",-1
but I don't want to spend this much money. Can you show the same model but low price?,-1
Price range in between 200 EUR?,0
Tell me its features.,0
"Okay, book it for me and show me a phone.",1
One from Gionee.,0
Tell me about its features.,0
"Oh, it is pretty expensive.",-1
Okay. Book this one also.,1
No. Thank you for your assistance.,0
223,
"Hello, I want a laptop.",0
"I want this, Here is the picture: https://tse2.mm.bing.net/th?id=OIP.pECCv2VVGJWU_E4PbRovxAHaFj&pid=Api&P=0&w=201&h=152",0
"Lenovo, Is it a good brand?",0
"Okay, Tell me about its features.",0
Tell me about its disk space.,0
What about its price?,0
It's costly don't you have any discount.,-1
"No, thank you, please show me another laptop.",-1
Tell me about its features.,0
"Okay, please book this for me.",1
Thank you,0
224,
"Hello, I want a phone for myself.",0
It should have maximum storage.,0
I was thinking of Gionee. Is it a good brand?,0
"Okay, tell me about its features.",0
Tell me about its colour.,0
Great. I like black colour very much.,0
What about its price?,0
It's costly don't you have any discount.,-1
"No, thank you, please show me another phone.",-1
Tell me about its features.,0
"Okay, please book this for me.",1
Thank you,0
225,
"Good morning, I want a laptop with display size more than 16 inches.",0
I have to use it for almost everything including high end gaming.,0
Previously I was using DELL but I am not satisfied with its performance so this time I have decided to try HP laptops. Is HP a good brand?,-1
What's its display size?,0
What is its graphics card?,0
Which processor does it uses?,0
Great.I was also looking for an i7 processor.,1
How much is its disk space?,0
I don't think 256 GB disk space will be enough for me as I do heavy tasks on my laptop.,-1
What is its price?,0
This laptop is perfect for me.,1
Yeah sure.,1
Thank You.,0
226,
"Good evening, I am looking for a tablet.",
Yes it must be either of Apple or of Samsung.Please let me know if these are  good brand or not.,0
I must be latest or launched after 2014.,0
Tell me their prices.,0
What are their battery sizes?,0
How much RAM do they have?,0
I am a bit confused between the two having 2 GB RAM. Do they have any differences in their camera quality?,0
There is no such vast difference. Give me a couple of minutes to think.,0
I will like to have iPad Pro.,1
Yes do kindly book.,1
Thank You.,0
227,
"Hello, I want a laptop.",0
It should have maximum storage.,0
I want Dell. but have a doubt is it a good brand.,-1
"Okay, tell me about its features.",0
What graphics it has?,0
What about its price?,0
It's costly don't you have any discount.,-1
"No, thank you, please show me another laptop.",-1
Tell me about its features.,0
"Okay, please book this for me.",1
Thank you.,0
228,
Good morning. I am looking for a phone from Xiaomi. Is it a good brand?,0
Its battery size must be more than 4500mAh.,0
What are their battery sizes?,0
How much RAM do they have?,0
Do they have radio?,0
What are their prices?,0
I doubt that is it fine to spend this much money for this phone.,-1
What is the internal storage of Mi Max and Mi Max 2?,0
I'll like to have Mi Max 2.,1
Of course.,1
Thank you.,0
229,
"Hello, do you sell smartphones?",0
"Please assist me in buying one. I want a smartphone with a 4 GB internal ram, and it should be in black.",0
Please tell me about its features.,0
"All quality is good, buy battery capacity is low. Don't you have a 4000 mAh battery?",-1
I just want a good tablet within 300 euro.,0
You can show me.,0
what about its feature ?,0
What about its price?,0
"Okay, I want to buy it.",1
"Yes, please book it for me.",1
Thank you.,0
230,
I'd like to get a tablet for myself.,0
"I just want a high-quality phone with a long battery life and plenty of storage space. I previously owned a Panasonic phone and had a negative opinion of it, so please show me some of the better phones.",0
"It makes no difference. I am willing to spend, but I need consistency.",0
It is best if its in a very distinct colour.,0
Tell me about its features,0
Is it satisfactory?,0
"Okay, do you have a laptop as well?",1
I'd like to get an i3 cpu.,0
Tell me about its characteristics.,0
What is the visuals?,0
"Okay, so, I'll buy it. Please continue for the invoice.",1
"Thank you. Yes, please.",0
Thank you.,0
231,
I'm looking for a Vivo handset.,0
Simply show me the best Vivo phone that are best and reliable.,0
It should be about 400 EUR.,0
It is best if its in a very special colour.,0
Tell me about its features,0
Is it satisfactory?,0
"Okay, do you have a laptop as well?",0
I'd like to get an i5 cpu.,0
Tell me about its characteristics.,0
What is the cost?,0
"Okay, so, I'll buy it. Please continue for the invoice.",1
"No, I just want the Xplay5 Elite. The Vivo laptop is a little pricey. I'll get it later.",-1
Thank you so much.,0
232,
"Hello there, I'm trying to purchase a phone for myself.",0
"I'm not sure about the specifics, but I've seen one phone that I like. https://tse3.mm.bing.net/th?id=OIP.OPzZiQtdFWw7YckTOD-0DgHaGr&pid=Api&P=0&w=172&h=156&pid=Api&P=0&w=172&h=156",0
Is it a reputable brand?,0
Tell me about its characteristics.,0
"Wow, it's very pricey.",-1
"However, I do not wish to invest this much money. Can you display the same model at a lower cost?",0
Is the price range between 200 and 300 EUR?,0
Tell me about the capabilities.,0
"Okay, please reserve it for me.",1
"No, thank you.",0
233,
"If you have a camera? Please show me the best camera for my boyfriend, who is a photographer.",0
I'm not very knowledgeable about cameras. Please demonstrate the right camera for travel and photoshoots.,0
"I'm not picky. just show me the best, regardless of price.",0
Is it suitable for a photoshoot?,0
"Okay, reserve it for me.",1
"Yes, I want a Vivo phone for my dad.",0
Simply show me the best Vivo phone in terms of consistency.,
"I'm not picky. simply show me the best, regardless of price.",0
It should be in any unusual colour,0
Tell me about the characteristics whether it can be in a different colour.,0
Is it any good?,0
"Okay, I'd buy it then.",1
Please continue with the invoice..,0
"Yeah, please, and thank you.",0
234,
Hello.Do you sell any laptops?,0
"Before that, I am just curious if there was a discount on any of the models?",0
"So, show me a Lenovo model That is fine.",0
"As a visual artist, I like high-quality graphics.",0
"No, I don't give a damn about anything else.",0
Why is there an Asus model but not a Lenovo model?,0
Is there anything about this model that is perfect?,0
"So, which of the Asus models is the best?",0
Excellent!! Is there any other feature on this laptop?,1
What about the discount you mentioned?,0
That is outstanding.Book it for me Thank you so much.,0
235,
"Hello there, Can you help me find the right phone?",0
"I'm a fashion blogger, so having a decent camera is important.",0
"I'd like a large display screen. Often, there's a lot of storage space on the inside.",0
"No, I don't care what model it is as long as it has a decent camera. I thought about it for a while and concluded that a cell phone would be the better choice.",0
"Yes, it's a versatile tool.",0
"I can take an image, edit it, and publish it all in one go.",0
"It's from Samsung, and it's one of their best-selling models.",1
"Samsung is also responsible for this. I've been a Samsung fan for a long time, but I'd like to branch out and try other brands.",0
You make a valid argument. I believe I ought to reconsider.,-1
I'd like to talk to my older sister about it. Thank you for providing this data.,0
236,
Hello and good morning. I'd like to ask you a question.,0
I'm looking for a smartphone.,0
I liked a colour of a smartphone. I want that colour.,0
