USER,Persuasion Strategy
"Yes, I would also like to buy a good Samsung phone for my sister.",4
"Yes, pretty much. She is a Samsung lover so please show me something good from Samsung itself.",4
"No, just the product has to be the best. That is my only requirement.",4
What about its features?,4
"Wow, That is awesome!! What is the price?",4
God! That is expensive!,4
"Okay, I would like to buy this one.",4
Thank you for your assistance.,4
326,
"Hello, can you help me select a good laptop?",0
I have used Lenovo and so I would like to with that only.,2
Money is not an issue but still don't go much high in budget.,2
I think IdeaPad 330S from Lenovo can be very good.,2
That sounds disappointing!!,2
"Sure, go ahead.",2
Any specific reason for suggesting me that?,2
You are right buy what about its features?,2
That won't work for me. I want a good SSD.,2
"No, buy I liked this model very much. Isn't there something you can do about SSD?",2
"I understand, buy SSD is fast. Let it be, I need some time to think.",2
Thank you for your assistance,2
327,
Hello and good evening.,0
"Actually, I'd like to purchase a laptop.",0
"Lenovo IdeaPad 320-14ISK, as recommended by my uncle.",0
"However, I'm still undecided about buying this one.",1
"No, I'm just looking for your thoughts on this particular model.Please describe the features to me.",1
"That's great, and what does the product's analysis say?",1
That's fine. It seems to work for me.,1
"Wait, I'd like to buy a camera as well.",1
"No, I'm just a novice.For me, any low-cost camera with four or more pixels would suffice.",1
Sounds good. How much does it cost?,1
"Okay, please reserve all items for me.",1
Thanks for your assistance.,1
328,
"Hello there, I'm getting a little problem. I'm hoping you can assist me.",0
"My daughter wants to buy a tablet, so I'm searching for one.",0
"Except for the picture I took from her phone, I don't know anything about it.",0
That is extremely kind of you. Take a look at this. https://drop.ndtv.com/TECH/product_database/images/82201685704PM_635_samsung_galaxy_note7.jpeg?downsize=*:180&output-quality=80&output-format=webp,4
Could you tell me what color this is? I just like the color.,4
I'm not sure if it's the appearance or the features that my daughter prefers.,4
Please let me know if that's the case.,4
That sounds great!! What about internal memory and display?,4
"This handset, without a doubt, has excellent features. I liked it as well.",4
"Yes, how much does it cost?",4
Okay. Book it for me. Thank you.,4
329,
"Hello, will you please assist me?",0
"In reality, I'd like to purchase a phone for my sister.",0
"I never inquired, because I have no knowledge of this.",5
"I apologise for the inconvenience.
I'm sorry, but I'm not sure what you're asking.",5
"Yes, of course. A lovely phone with a one-of-a-kind color, as usual.",5
"Okay, that's fine.",5
This seems to be lovely. What style and color do you have?,5
Is this an excellent phone?,5
"OMG, that's incredible!!",5
I believe you are right.,5
"Ok, please tell me how much I'll have to pay.",5
That is prohibitively costly for me.,5
"No. For this same model, I'll contact you later.",5
Thank You.,5
330,
Good Afternoon. Do you have a minute to spare this?,0
I had hoped to purchase a Nikon camera. Is it in your possession?,4
"That's really cool!! Do you own a Nikon Coolpix L1 camera? "" This camera was recommended by one of my friends. However, the cost is excessive.",4
"Is it possible to have a slightly different variant at a lower cost?""",4
"I'd like it to be from the same manufacturer and, if possible, have a common product name.",4
About 150 EUR.,4
The price range is within reach. Could you tell me when this was released?,4
Please describe any additional features for me.,4
"Anything appealed to me, and it was all within my price range. I am overjoyed!!",4
Yes. Please book it for me.,4
Thank You!!,4
331,
"Hello, I'm here to purchase a phone.",0
"No, go for the name brand. Will it be of assistance?",0
It's a Samsung phone with a striking blue colour.,4
I'm concerned I won't be able to help you in this.,4
"Yeah, sure.",4
Oh my goodness. This is the same phone as before. How did you come upon it?,4
Is this available in black? I'm sure it'd look fantastic in black.,4
"While I agree, I still prefer black over anything else.",4
"Okay, I'd like to purchase it.",4
That is just too costly. I'm afraid I won't be able to afford it.,4
I'm not interested in any other options. This is the one I like.,4
I'm going to wait for the discount season to get it at a cheaper price. Thank you for your assistance.,4
332,
Hello and good morning. If you have any laptops?,0
I'd rather have HP.,5
My profession is that of a graphic artist. I am teaching them about how to use graphics applications.,5
"Yes, I want to purchase it for my students.",5
About 6000 EUR.,5
Features seem to be a great investment. How much does it cost?,5
That's a lot more money than the budget I gave you. It's just too costly.,5
"I realize it's a decent laptop, but it's way out of my price range.",5
Isn't there any sort of price reduction?,5
It's not a problem; I'll just wait for the discount.,5
Thank you for your help.,5
333,
"Hello, I'm looking to purchase a mobile.",0
"No, purchase. I'm looking for an Asus smartphone in particular.",5
About 100 to 200 euros. That is the maximum amount I am willing to spend on it.,5
Which model would you suggest?,5
"Oh, my God!! It sounds fantastic. What are the other characteristics?",5
What color do you have it in? White is my favorite color.,5
I'm not sure how I feel about the color.,5
Excellent!!,5
"It looks much better than white, which I had hoped for.",5
How much does it cost?,5
"Yes, ofcourse. Thank you for your help",5
334,
Hello and good evening. There's something I'd like to ask you about.,0
"My kid, who is only a beginner, needs a camera. Can you make a budget-friendly recommendation?",3
About 150 EUR.,3
That is an excellent purchase. How much does it cost?,3
"Okay, so I'll purchase it.",3
I was looking to purchase a phone for personal use.,3
"Maybe Oppo, or something less expensive.",3
That's incredible!! I'd like to know what colour options you have for this.,3
How much does it cost?,3
"I see your point. So, I'll take both of the products.",3
And Thank you for helping me out,3
335,
"Hi, I have a question.",0
It is one of the best in the industry at present.,4
"No, but I may be able to get a recommendation from one of my colleagues.",4
Here's a link to a photo of the Huawei P9 Plus: https://drop.ndtv.com/TECH/product_database/images/46201674055PM_635_huawei_p9_plus.jpeg?downsize=*:180&output-quality=80&output-format=webp,4
Is it a portable phone?,4
And what are the colors that the handset comes in?,4
You are correct; it appears to be very unique and elegant.,4
How much does it cost?,4
It's not terrible. That is everything I can afford.,4
"Yes, please do so.",4
Thank you so much for your support.,4
336,
Hello there. If you have any laptops?,0
Laptop from HP. They have a good reputation in the industry.,3
There are none.,3
I have a specific model in mind.,3
Pavilion 14-bf102nx l  has a 14-inch touch screen and an Intel Core i5 cpu.,3
"If you have any products that have been scored a 4 or higher, but it must be from HP?",3
What makes this one superior to the one I suggested? Even the show is on the tiny side.,3
That is a really important point.,3
How much does it cost?,3
Is there a discount available?,3
That is okay. I will buy it.,3
Thank you for your guidance.,3
337,
Hello there. If you have a few moments to spare?,0
Please recommend a nice tab for me.,1
"What about Samsung, for example?",1
"I can't buy an iPad, but it shouldn't be that.",1
What colour do you have it in?,1
Can you show me any examples of what you're talking about?,1
You are right.,1
I take a look at this model. How much does it cost?,1
That is very costly.,1
I understand. It's all right. Make a booking.,1
Thank you for helping me.,1
338,
"Hello, and welcome to the evening. I'm looking to buy a camera.",0
It must have a high max resolution.,3
It will be sufficient to use Canon.,3
"In terms of money, I am adaptable.",3
That's all right. And take your time with this.,3
What makes them different from each other?,3
"Wow, that was amazing. That's incredible.",3
How long would it cost me?,3
"That's a little much, so that's what it is. Please make a booking for me.",3
"Yes, I am. Thanks to you.",3
339,
Hello there. I've come to purchase a smartphone.,0
I want it to be from Huawei. Is it in your stock?,5
I'd like to investigate the P10 Lite.,5
Is there something more to this phone?,5
This model comes with a lot of useful features.,5
"In this model, what color do you have?",5
Are you certain that it looks good?,5
That'd be fantastic.,5
"Wow, that was incredible. You are right. It seems to be awesome.",5
It's really cool. This phone is fantastic.,5
Yes sure. Thank you for your assistance.,5
340,
Hello there. I'd like to purchase a laptops.,0
I was thinking of buying a Moto Z Force. One of my coworkers has it and appears to like it.,4
"I don't want to buy black, because I can't afford it.
Could you please recommend a low-cost Samsung model?",4
"If you have a model in mind, you can't recommend it to me; something under 700 dollars would suffice.",4
Is it more functional than the one I suggested?,4
That'll be fantastic.,4
"Wow, that was incredible. It's excellent. This is, without a doubt, a superior alternative to Moto.",4
May you tell me how much it costs?,4
"Okay, I would like to get it booked.",4
Thank you,4
341,
Good morning. I am looking for a phone.,0
Samsung would be my preferred brand.,5
I have heard quite a lot about Galaxy S6 edge+ Duos from my relatives. Do you have it available.,5
